PERIMETER,OPENALL5_,OPENALL5_I,ACAD_TEXT,PARCEL_ID2,CNTY_CAT,NAME,CUR_LU1,CUR_LU2,FEDERAL,STATE,REGIONAL_2,REGIONAL,INDEX,LOCATION,AREA,AREA_TYPE,PP_NUMBER,P_F_LU,OWNER_TYPE,OWNER_NAME,OWNER_ADD1,OWNER_ADD2,LU_CONTROL,C_R_DEVEL,ESMNTNOINF,ESMNTDIVES,ESMNTDIVRW,ESMNTCLEAR,ESMNTACCES,ESMNTELECT,ESMNTPIPE,SPAN_BOUND,COUNTY_1,COUNTY_2,TOWNSHIP_1,TOWNSHIP_2,CITY_1,CITY_2,SOURCE_AGC,SOURCE_PER,SOURCE_PHO,SOURCE_TD,LAST_ENTRY,FIELD_CHKD,DESCRIP,ACREScalc,Edited,DowntownGS,CPCGptHide,URL,OBJECTID,Shape_Length,Shape_Area,GrnPrtClass,CITY,SizeClass,SizeScore
0,210,4990,CU09-MO-MU-E-122,CU-MO-MU-E-122,CU-MO,VACANT MUNICIPAL,VACANT,MUNICIPAL,0,0,0, ,461.00000,CITY OF EUCLID,0,CALCULATED,648-17-001, , ,WICKLIFFE CITY OF,28730 RIDGE RD,WICKIFFE OH 44092,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/08 00:00:00+00,N, ,7.55365531440898,y, ,Y, ,12,1008.11191995079,54714.3163462496,Other,,,
0,220,4724,CU08-IN-SC-P-061,CU-IN-SC-P-061,CU-IN,Hospice of the Western Reserve,INSTITUTIONAL,,0,0,0, ,1067.00000,CITY OF CLEVELAND,0,CALCULATED,114-12-017, , ,HOBAN EDW F BISHOP OF CLEVE,18485 LAKE SHORE BLV,CLEVE OH 44119,CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/16 00:00:00+00,N, ,20.8018262473488,y, , , ,14,1691.8342466694,150646.272065797,Other,,,
0,223,4164,CU08-IN-SC-M-177,CU-IN-SC-M-177,CU-IN,EUCLID HIGH SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,954.00000,CITY OF EUCLID,0,CALCULATED,643-06-004, , ,BD OF ED OF EUCLID CITY,E 222 ST,"CLEVELAND, OH  44123",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/04 00:00:00+00,Y,ADJACENT TO CU08-PA-LM-E-143,50.7418082791746,y, , , ,15,2581.47458163421,367475.664118629,Other,,,
0,234,4167,CU08-MO-MU-E-114,CU-MO-MU-E-114,CU-MO,VACANT MUNICIPAL,VACANT,MUNICIPAL,0,0,0, ,453.00000,CITY OF EUCLID,0,CALCULATED,641-22-043, , ,EUCLID CITY OF,GOLLER AVE,CLEVELAND OH  44119,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/05 00:00:00+00,N,ADJACENT TO CU08-IN-CL-E-174,1.2291767222556,y, ,Y, ,16,933.48238820672,8900.45071566824,Other,,,
0,235,4974,CU08-IN-SC-M-182,CU-IN-SC-M-182,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,959.00000,CITY OF EUCLID,0,CALCULATED,648-24-004, , ,EUCLID SCHOOL DIST BD OF EDUCATION,E 260 ST,"CLEVELAND, OH  44132",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y,ADJACENT TO CU08-IN-CL-E-172 AND CU08-MO-MU-E-113,8.97886392045731,y, , , ,17,1028.5673381865,65016.1960300795,Other,,,
0,236,4906,CU08-PA-LM-E-144,CU-PA-LM-E-144,CU-PA,Tungsten Park,PARK,LOCAL/MUNICIPAL,0,0,0, ,125.00000,CITY OF EUCLID,0,CALCULATED,648-19-001, , ,CITY OF EUCLID,BABBITT RD,"CLEVELAND, OH  44132",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y, ,7.50119681610979,y, , , ,18,1575.11884364752,54316.4969581375,Park,EUCLID,Local,2
0,237,4690,CU08-IN-SC-M-183,CU-IN-SC-M-183,CU-IN,ROOSEVELT ELEMENTARY SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,960.00000,CITY OF EUCLID,0,CALCULATED,641-20-004, , ,BD OF ED OF EUCLID SCH DIST,E 200 ST,"CLEVELAND, OH  44119",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y, ,8.72807073094265,y, , , ,19,1072.0304351944,63199.9884456728,Other,,,
0,239,4907,CU09-PA-LM-E-186,CU-PA-LM-E-186,CU-PA,HILLANDALE PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,163.00000,CITY OF EUCLID,0,CALCULATED,648-37-026, , ,EUCLID CITY OF,585 E 222 ST,EUCLID OH  44123,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/15 00:00:00+00,Y, ,5.12406629950071,y, , , ,20,784.063971312646,37103.0725432925,Park,EUCLID,Local,2
0,241,4168,CU08-MO-MU-E-114,CU-MO-MU-E-114,CU-MO,VACANT MUNICIPAL,VACANT,MUNICIPAL,0,0,0, ,453.00000,CITY OF EUCLID,0,CALCULATED,641-22-043, , ,EUCLID CITY OF,GOLLER AVE,CLEVELAND OH  44119,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/05 00:00:00+00,N,ADJACENT TO CU08-IN-CL-E-174,0.293459242331558,y, , , ,21,274.637513268165,2124.79766458187,Other,,,
0,245,4908,CU09-PA-LM-E-145,CU-PA-LM-E-145,CU-PA,PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,126.00000,BRUSH / RICHMOND ROADS,0,CALCULATED,648-53-001, , ,CITY OF EUCLID,BRUSH AVE & RICHMOND RD,"CLEVELAND, OH  44132",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y, ,23.0891510942577,y, , , ,22,1859.54860322979,167155.47543295,Park,EUCLID,Neighborhood,3
0,252,4731,CU08-IN-CL-E-200,CU-IN-CL-E-200,CU-IN,ST. JOHN'S LUTHERAN CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,673.00000,CITY OF CLEVELAND,0,CALCULATED,113-10-001, , ,ST JOHNS EVANG LUTHERN CHR,17403 NOTTINGHAM RD,CLEVE OH 44119-2996,CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/16 00:00:00+00,N, ,9.51154683924089,y, , , ,25,1201.21535433102,68851.9913145301,Other,,,
0,253,4952,CU09-IN-HO-P-022,CU-IN-HO-P-022,CU-IN,RICHMOND HEIGHTS GENERAL HOSPITAL,INSTITUTIONAL,HOSPITAL-PRIVATE,0,0,0, ,768.00000,CITY OF RICHMOND HEIGHTS,0,CALCULATED,661-11-101, , ,RICHMOND HTS GEN HOSP,27100 CHARDON RD,CLEVE OH 44143-1116,CITY OF RICHMOND HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,Meaney / Sicha,(216)443-3700, ,2008/10/29 00:00:00+00,N, ,12.297302931479,y, , , ,26,1562.27490561713,89013.4094662108,Other,,,
0,260,4136,CU08-PA-LM-E-146,CU-PA-LM-E-146,CU-PA,Hero Park,PARK,LOCAL/MUNICIPAL,0,0,0, ,127.00000,CITY OF EUCLID,0,CALCULATED,647-36-004, , ,EUCLID CITY OF,E 228,"CLEVELAND, OH  44117",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y, ,13.0060190241748,y, , , ,29,1316.00007508313,94127.9875331411,Park,EUCLID,Neighborhood,3
0,261,4349,CU08-MO-MU-E-148,CU-MO-MU-E-148,CU-MO,EASTERLY SEWAGE TREATMENT WORKS,TRANSP/UTILITY,MUNICIPAL LANDS,0,0,0, ,483.00000,CITY OF CLEVELAND,0,CALCULATED,112-09-001, , ,CLEVELAND REGIONAL SEWER DISTRICT,14021 LAKE SHORE BLVD,"CLEVELAND, OH  44110",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/16 00:00:00+00,N,ADJACENT TO CU08-MO-MA-P-004.,75.6172379360989,y, , , ,30,3408.74438543519,547218.951948888,Other,,,
0,268,4691,CU08-IN-CL-E-199,CU-IN-CL-E-199,CU-IN,OUR LADY OF LOURDES SHRINE,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,672.00000,CITY OF EUCLID,0,CALCULATED,650-01-009, , ,SISTERS ORDER OF MOST HOLY TRINITY,21320 EUCLID AV,CLEVE OH 44117-1532,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/15 00:00:00+00,N, ,25.6227999702282,y, , , ,31,1978.5707561556,185411.926916784,Other,,,
0,269,4163,CU08-IN-SC-M-184,CU-IN-SC-M-184,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,961.00000,CITY OF EUCLID,0,CALCULATED,650-13-003, , ,BOARD OF EDUCATION,GLENBROOK BLVD,"CLEVELAND, OH  44117",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y,ADJACENT TO CU08-MO-MU-E-115,5.90371308458432,y, , , ,32,1097.94132895626,42720.7344877411,Other,,,
0,271,4692,CU08-IN-CL-E-176,CU-IN-CL-E-176,CU-IN,COMMUNITY CHRISTIAN EVANGELICAL CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,655.00000,CITY OF EUCLID,0,CALCULATED,646-29-015, , ,CHURCH EVANGELICAL COMMUNITY CHRISTIAN,1501 DILLE RD,CLEVE OH 44117-1407,CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/05 00:00:00+00,N,ADJACENT TO CU08-IN-SC-M-185 AND CU08-MO-MU-E-116,3.30058736878137,y, , , ,33,753.660312357317,23883.7045041811,Other,,,
0,284,4170,CU08-MO-CE-M-019,CU-MO-CE-M-019,CU-MO,CEMETERY,INSTITUTIONAL,CEMETERY-MUNICIPAL,0,0,0, ,250.00000,CITY OF EUCLID,0,CALCULATED,649-28-002, , ,OHIO STATE OF,EUCLID AVE,"CLEVELAND, OH  44117",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/15 00:00:00+00,N, ,5.38480305318406,y, , , ,34,781.547699465498,38960.9469178428,Cemetery,,,
0,291,5241,CU09-IN-SC-M-200,CU-IN-SC-M-200,CU-IN,BLACKBERRY SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,975.00000,VILLAGE OF GATES MILLS,0,CALCULATED,841-11-002, , ,CITY SCHOOL DISTRICT BD OF EDUCATION OF MAYFIELD,COUNTY LINE RD,"CLEVELAND, OH  44040",VILLAGE OF GATES MILLS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/09 00:00:00+00,Y, ,28.9521342095523,y, , , ,36,2070.40192834411,209451.810158074,Other,,,
0,295,5066,CU09-IN-CL-E-188,CU-IN-CL-E-188,CU-IN,ST. BARTHOLOMEW CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,664.00000,VILLAGE OF MAYFIELD,0,CALCULATED,831-16-001, , ,ST BARTHOLOMEW CHURCH,435 SOM CTR RD,"CLEVELAND, OH  44143-1519",VILLAGE OF MAYFIELD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/09 00:00:00+00,N,ADJACENT TO METROPARK,7.76155498268049,y, , , ,38,1012.30042118946,56146.7035636735,Other,,,
0,298,4688,CU08-IN-SC-M-186,CU-IN-SC-M-186,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,963.00000,CITY OF EUCLID,0,CALCULATED,649-12-001, , ,BOARD OF EDUCATION,SAGAMORE RD,"CLEVELAND, OH  44117",CITY OF EUCLID ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/05 00:00:00+00,Y, ,6.41617321475367,y, , , ,39,913.476164284968,46410.9403527301,Other,,,
0,299,4730,CU08-IN-CL-E-201,CU-IN-CL-E-201,CU-IN,CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,674.00000,CITY OF CLEVELAND,0,CALCULATED,117-30-003, , ,THE ALLEGHENY WEST CONFERENCE CORP OF SEVENTH,GREEN RD,"CLEVELAND, OH  44121",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/16 00:00:00+00,N, ,5.68355091831278,y, , , ,40,963.425932633585,41109.4518395741,Other,,,
0,306,4355,CU08-PA-LM-E-113,CU-PA-LM-E-113,CU-PA,PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,96.00000,LAKESHORE BLVD WEST OF EDDY,0,CALCULATED,631-20-002, , ,BRATENAHL BD OF EDUCATION,10300 BRIGHTON DR,CLEVE OH 44108-1030,VILLAGE OF BRATENAHL ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/10/22 00:00:00+00,Y, ,7.36917623144971,y, , , ,41,1128.6896035179,53295.316149587,Park,BRATENAHL,Local,2
0,309,4955,CU09-IN-SC-M-191,CU-IN-SC-M-191,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,968.00000,CITY OF HIGHLAND HEIGHTS,0,CALCULATED,822-04-010, , ,THE MAYFIELD VILLAGE S/D BD OF EDUCATION OF,HIGHLAND RD,"CLEVELAND, OH  44143",CITY OF HIGHLAND HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/08 00:00:00+00,Y,ADJACENT TO CU09-MO-MU-E-126,7.22401983857776,y, , , ,42,978.711940417597,52245.8654126918,Other,,,
0,311,5073,CU09-MO-CE-P-048,CU-MO-CE-P-048,CU-MO,WHITEHAVEN MEMORIAL PARK CEMETERY,INSTITUTIONAL,CEMETERY-PRIVATE,0,0,0, ,278.00000,VILLAGE OF MAYFIELD,0,CALCULATED,831-20-001, , ,WHITEHAVEN PARK ASSOC,615 SOM CENTER,CLEVE OH 44143-2390,VILLAGE OF MAYFIELD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/09 00:00:00+00,N, ,59.93325547622,y, , , ,43,2655.86824098712,433414.50142826,Cemetery,,,
0,313,4910,CU08-PA-LM-E-149,CU-PA-LM-E-149,CU-PA,DESAN PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,130.00000,CITY OF RICHMOND HEIGHTS,0,CALCULATED,662-11-051, , ,RICHMOND HTS CITY OF,457 RICHMOND RD,CLEVE OH 44143-1493,CITY OF RICHMOND HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/08 00:00:00+00,Y, ,11.0075639041582,y, , , ,44,1334.76151422761,79606.6255709054,Park,RICHMOND HEIGHTS,Neighborhood,3
0,314,5028,CU09-PA-LM-E-168,CU-PA-LM-E-168,CU-PA,WILEY PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,148.00000,VILLAGE OF MAYFIELD,0,CALCULATED,831-11-016, , ,MAYFIELD VILLAGE,6621 WILSON MILLS,CLEVE OH 44143-3499,VILLAGE OF MAYFIELD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/09 00:00:00+00,Y, ,10.5664263103988,y, , , ,45,1611.52288882578,76414.5453545101,Park,MAYFIELD,Neighborhood,3
